"EnvG_T2R1"	"EnvG_T2R2"	"EnvG_T2R3"	"EnvG_T2R4"	"EnvG_T2R5"	"EnvG_T2R6"	"EnvS_T2R1"	"EnvS_T2R2"	"EnvS_T2R3"	"EnvS_T2R4"	"EnvS_T2R5"	"EnvS_T2R6"	"GCT2B5"	"GCT2C7"	"GOT1A1"	"GOT1A8"	"GOT1B1"	"GOT1B3"	"GOT2A3"	"GOT2B1"	"GOT2C2"	"GOT2C6"	"GOT2C8"	"GOT4A1"	"GOT4A2"	"GOT4A6"	"GOT4A7"	"GOT4B1"	"GOT4B4"	"GOT4B5"	"GOT4B6"	"GOT4B7"	"GOT4C1"	"GOT4C2"	"GOT4C6"	"PCR+_10_10_20"	"PCR+_10_11_20"	"SCT4B3"	"SOT2A3"	"SOT2A5"	"SOT2A7"	"SOT2A8_dup_new_protocol"	"SOT2B8"	"SOT2C6"	"SOT4A6"	"SOT4A7"	"SOT4B5"	"SOT4C6"
"GOT2C8"	0.779059679162825	0.738341781403908	0.631610147724848	0.669685715559575	0.76630076884338	0.782192140336795	0.871801457774882	0.846659614649527	0.913870116331983	0.792324304791199	0.767720585083177	0.834910961924599	0.685008933525944	0.585432041049283	0.907986561098386	0.753408260854894	0.927573401368231	0.939527434905106	0.455959086307322	0.955340189940898	0.80875052442963	0.650608245066661	0	0.949838281233964	0.788629318111996	0.795746885448822	0.884153719467789	0.839928186300613	0.612979761698033	0.57488267546006	0.543476337828411	0.625291216017443	0.620501800481046	0.602634152591042	0.686882682648679	1	1	0.95403079850052	0.7348448632811	0.639451691422447	0.992903225647074	0.922737085046479	0.874228462373154	0.878729824187891	0.970818849352784	0.929674305628954	0.883792538377874	0.794447502394459
"GOT4A1"	0.974448533935737	0.968211336459234	0.964884731052782	0.939154817523128	0.970793378711034	0.976014099029283	0.954774846949853	0.971529189987607	0.977911159897266	0.956765411417182	0.966135843689994	0.978961141138074	0.900404916303445	0.948950128425785	0.781745279819396	0.94478193726701	0.635368422787083	0.623455286204754	0.9349739639199	0.690127173315775	0.814459227361522	0.948770028751429	0.949838281233964	0	0.944689344040251	0.944620150984164	0.915460549101615	0.739960894445321	0.92922847615904	0.936368643281953	0.951890771583186	0.958172005912986	0.96977132655887	0.95449283474357	0.950205747863611	1	1	0.99341307367541	0.976182458071834	0.933058433382914	0.981814771778185	0.954363307027545	0.961082933968159	0.970877845649522	1	0.980355593740464	0.94728145196523	0.95574161979202
"GOT4A2"	0.804301303842569	0.812209139174606	0.782787173304201	0.801971958545627	0.790637806619792	0.816119272309108	0.8272298977199	0.836614682803262	0.924935704966923	0.798037912237156	0.834215523319641	0.829443441143761	0.794440631876004	0.80769912422993	0.906588154639474	0.815614538036009	0.948891820892028	0.946101397031833	0.773864991573996	0.960355654954713	0.840386834675907	0.78527828415109	0.788629318111996	0.944689344040251	0	0.868430590694182	0.872680075431497	0.880827102151183	0.77856508956982	0.807519219088222	0.83277390470174	0.746723869957385	0.841986828705009	0.777812884501004	0.846238484667137	1	1	0.937049079522396	0.887082916896626	0.789548018565232	0.984269135014205	0.925829731893235	0.910937447626097	0.888376966313218	0.894025554426899	0.936423840772227	0.910479535204189	0.82389960633837
"GOT4A6"	0.88669358171816	0.872613904277079	0.815496753959068	0.784779621227182	0.857771776496034	0.884450712321869	0.955653775065478	0.917004615619438	0.951659968202896	0.891772880308537	0.891329196277903	0.911349453078363	0.801056250510207	0.782302149407617	0.924491636398557	0.832063428133535	0.953761560962215	0.911785094595477	0.746137422816075	0.927237358835778	0.843268055072848	0.816205268084589	0.795746885448822	0.944620150984164	0.868430590694182	0	0.873952752923388	0.861434366411837	0.80944415417463	0.771534905772738	0.780580492362073	0.783737884534212	0.816901192510584	0.786076202551202	0.836622760303248	1	1	0.966988334229576	0.869336687523041	0.821918428162811	0.9841664553388	0.957622548755813	0.910038001671457	0.918353743076921	0.958189894703026	0.946622467972664	0.933121373960244	0.890857244550344
"GOT4A7"	0.87277708235371	0.925983422136971	0.868083625176536	0.897367617828124	0.862664128000963	0.883406048617318	0.936631684066613	0.876491768005042	0.931934340517393	0.877255847123338	0.879125662510519	0.91922133730801	0.870022731378889	0.884291434900729	0.968824062919511	0.899226663558552	0.961448666010761	0.958510580936666	0.860047648122494	0.957948664438107	0.917382904179974	0.892032701071296	0.884153719467789	0.915460549101615	0.872680075431497	0.873952752923388	0	0.927404279165029	0.901483225961128	0.866403008800129	0.879198426016897	0.911082736415477	0.911550061981495	0.890073315634448	0.89476866610233	1	1	0.905862988059451	0.900737272877876	0.878076443571042	0.965402066639793	0.9261287282058	0.891692652167743	0.94546522404487	0.9304840245506	0.941609174067674	0.954587245209167	0.903560812093958
"GOT4B1"	0.943137471534173	0.934091096620831	0.921084635146854	0.860739504381723	0.933075770603001	0.944630658710484	0.960179883192167	0.951662747304905	0.971916594507245	0.940706514973772	0.936942067282076	0.942202477653918	0.82252262025884	0.83539218353032	0.850976696289244	0.809786178123837	0.6535810933181	0.774678367405495	0.818818371093493	0.842738773175099	0.742213697916745	0.891742377962447	0.839928186300613	0.739960894445321	0.880827102151183	0.861434366411837	0.927404279165029	0	0.818601389698008	0.876541669368295	0.868571252959361	0.807573099301349	0.915145653082425	0.87778213138489	0.864742897223275	1	1	0.978604404640216	0.955236277076391	0.898142518320609	1	0.982138200827847	0.945318449096135	0.93674047583954	0.978694447046304	1	0.940439089676621	0.933306331048905
"GOT4B4"	0.814197439209289	0.769022773686555	0.719455304602399	0.694823721981254	0.808183618780255	0.829453335454552	0.889036558695316	0.874891025505267	0.937394549655843	0.815524492235139	0.839077074697562	0.856702078433947	0.720053205978078	0.641549541215695	0.852125080653568	0.756302494365454	0.885902818302805	0.935879524638473	0.612335218070907	0.944986552791872	0.632075236800161	0.703626303135289	0.612979761698033	0.92922847615904	0.77856508956982	0.80944415417463	0.901483225961128	0.818601389698008	0	0.681128977456567	0.667618916494592	0.654654741067877	0.75418128151643	0.749133912186018	0.674342055089667	1	1	0.951133194528871	0.823572977628303	0.667688321763189	0.984827343734208	0.896594178657754	0.862215053604605	0.904095544476623	0.959306718923078	0.879260327211071	0.849850207342071	0.792968184533758
"GOT4B5"	0.777717693163171	0.767324086108503	0.641226618043754	0.758585302173955	0.769781070490108	0.798739429146554	0.898075957532125	0.853331685172093	0.915161136987773	0.807256020780691	0.779294018781024	0.846730468391699	0.76516794819999	0.664409362179238	0.926772395620958	0.802604302443555	0.906554560935833	0.92976738717192	0.581991640772238	0.962780421035	0.82252743672225	0.671396855415897	0.57488267546006	0.936368643281953	0.807519219088222	0.771534905772738	0.866403008800129	0.876541669368295	0.681128977456567	0	0.571358411679811	0.717746517282076	0.684766219352841	0.649583936546833	0.661855159191561	1	1	0.956164894130062	0.775558359011786	0.726589049714787	0.965366182989094	0.913672380144573	0.855474719659372	0.887985095876525	0.955360142467115	0.888068673820323	0.885155151515323	0.773676619671962
"GOT4B6"	0.696392635351908	0.708112548743891	0.535732946932751	0.659811246839344	0.717445812117921	0.754252720464726	0.874898479684302	0.813909845657613	0.897604787394568	0.766257258351351	0.723722312945046	0.856468871191396	0.698845824689077	0.609993161049272	0.900626434350412	0.769725828736008	0.893870449306653	0.929955931712088	0.543514947986401	0.965802788081744	0.810143212881375	0.702263261294755	0.543476337828411	0.951890771583186	0.83277390470174	0.780580492362073	0.879198426016897	0.868571252959361	0.667618916494592	0.571358411679811	0	0.700875859337333	0.685472398035529	0.644686484558722	0.698906415875709	1	1	0.945912468073018	0.72968302447603	0.718704334006939	0.976072415829831	0.877854567551257	0.856265501903915	0.885173732215107	0.949285905979881	0.893947430932512	0.855479023490574	0.800459992465217
"GOT4B7"	0.842700953443812	0.778641011283039	0.729871347657943	0.671046549173344	0.804097108222441	0.835384507753217	0.920620231223037	0.890289757393507	0.941327232854651	0.837524971627907	0.852976164173231	0.849953841077168	0.695959809987696	0.652400335749122	0.861403335515603	0.674398504390186	0.926409008225876	0.928537926638733	0.575456723620712	0.938493236955161	0.70595221410239	0.686413240642332	0.625291216017443	0.958172005912986	0.746723869957385	0.783737884534212	0.911082736415477	0.807573099301349	0.654654741067877	0.717746517282076	0.700875859337333	0	0.772668319993894	0.674275914588928	0.826309991381436	1	1	0.951181411763077	0.859099101693709	0.614703471143821	0.967937089084441	0.911617847831271	0.863138128116356	0.882143057003279	0.957782672017698	0.907685271423048	0.905472838795844	0.778467443864558
"GOT4C1"	0.738281612331221	0.696296057117529	0.621383492221173	0.659837058165042	0.753661546569409	0.798062004599585	0.908845355000721	0.834730920749797	0.921468375598158	0.784179826941262	0.768898386880758	0.871839225459092	0.779727377745941	0.661467494002119	0.923303761841801	0.843428130149521	0.944481914476438	0.955449392746951	0.657187719139253	0.979429675573614	0.867582444451195	0.814764926506665	0.620501800481046	0.96977132655887	0.841986828705009	0.816901192510584	0.911550061981495	0.915145653082425	0.75418128151643	0.684766219352841	0.685472398035529	0.772668319993894	0	0.606442762554824	0.707195233614006	1	1	0.946414091621631	0.772261129697113	0.797093623117798	0.985185803252178	0.917838960483865	0.902895142068847	0.894323099159209	0.949197551259548	0.929570460590591	0.914412974347653	0.831790877656563
"GOT4C2"	0.713560712492831	0.701043971030528	0.588993430672296	0.665494734488933	0.70213497451771	0.76169463610445	0.895810375188585	0.791431515811386	0.903761145807248	0.759673048886074	0.718439872931911	0.832380826085381	0.686806902188611	0.672906431628229	0.916809901368679	0.810415130111795	0.926144171462153	0.937582753279982	0.576922462768091	0.972730139183714	0.803530548083906	0.76666775976615	0.602634152591042	0.95449283474357	0.777812884501004	0.786076202551202	0.890073315634448	0.87778213138489	0.749133912186018	0.649583936546833	0.644686484558722	0.674275914588928	0.606442762554824	0	0.739027538615723	1	1	0.965334336737008	0.695434134920177	0.728485367867979	0.987828706426254	0.902460242524301	0.901723590317102	0.883333632970128	0.968229132932415	0.937972324896723	0.916092634393649	0.8122032060685
"GOT4C6"	0.841411669794578	0.816484629461995	0.758868085629565	0.823366247865373	0.843994386230097	0.870269372641625	0.919247705801522	0.897719853469627	0.940101766296953	0.87650262601397	0.865953929973141	0.906292312800022	0.762798204766189	0.712612637650507	0.92691749612589	0.875189819031447	0.85408642045615	0.924356320968176	0.726572482367382	0.958039050788534	0.857165613596906	0.675993172758668	0.686882682648679	0.950205747863611	0.846238484667137	0.836622760303248	0.89476866610233	0.864742897223275	0.674342055089667	0.661855159191561	0.698906415875709	0.826309991381436	0.707195233614006	0.739027538615723	0	1	1	0.937568874628949	0.838149643155856	0.758045965963147	0.974772659481787	0.896742582718191	0.864842766073603	0.712595298114077	0.959635810402848	0.919171010130697	0.883962857239116	0.852586196365179
"PCR+_10_10_20"	1	1	1	1	1	1	1	1	1	1	0.996398183871617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.110300653904904	1	1	0.986898262881612	0.979883078591024	1	1	1	1	1	1	0.992895707748674
"PCR+_10_11_20"	1	1	1	1	1	1	1	1	1	1	0.996456558932323	1	1	0.96212268411229	0.964187955492789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.110300653904904	0	1	1	0.987296606436529	0.978228846500097	1	1	1	1	1	1	0.993033462490632
"SCT4B3"	0.931483821832754	0.951061909455715	0.944823013154779	0.94912618603504	0.9419907183551	0.947441290521068	0.907315340696676	0.936642344912773	0.929632530266814	0.927643102930413	0.936996590270562	0.940297966088976	0.959355623405675	0.963048900889246	0.985649411020207	0.957411749722081	0.940001331661577	0.989621082423435	0.963424126707234	0.988363106599668	0.96404239919617	0.949062311462008	0.95403079850052	0.99341307367541	0.937049079522396	0.966988334229576	0.905862988059451	0.978604404640216	0.951133194528871	0.956164894130062	0.945912468073018	0.951181411763077	0.946414091621631	0.965334336737008	0.937568874628949	1	1	0	0.96111210085425	0.916641503525854	0.903530034063582	0.833581001108792	0.859360843218436	0.937773959580196	0.880792568208776	0.878382243790159	0.891728083754117	0.903895618135847
"SOT2A3"	0.683574285409003	0.810732784036778	0.670805884378839	0.798654989126438	0.759372208642756	0.79327181052762	0.88237570821876	0.71996847165152	0.878279664260604	0.78840440271023	0.682530868489298	0.876957004523076	0.83537015562195	0.803719694171072	0.938699128050401	0.889634779340221	0.94987268783487	0.97399708297545	0.732290159089167	0.979398321652792	0.895268673891488	0.867563028236374	0.7348448632811	0.976182458071834	0.887082916896626	0.869336687523041	0.900737272877876	0.955236277076391	0.823572977628303	0.775558359011786	0.72968302447603	0.859099101693709	0.772261129697113	0.695434134920177	0.838149643155856	1	1	0.96111210085425	0	0.816609025864295	0.977276094436733	0.909482524805626	0.900334708024282	0.92106425581665	0.946283348769974	0.92021601864228	0.914645572441105	0.865961293623722
"SOT2A5"	0.834062530834574	0.817134310479874	0.735478281393269	0.717805214798176	0.806855590855725	0.805974453091214	0.858858299453166	0.872028200911121	0.913417728547305	0.81958707793009	0.844904696777251	0.849652413399648	0.764011355241472	0.680249530147399	0.884305656838516	0.775532694196155	0.845548474237925	0.934820469429209	0.609111549663009	0.980064270857431	0.806623310291166	0.672541652440693	0.639451691422447	0.933058433382914	0.789548018565232	0.821918428162811	0.878076443571042	0.898142518320609	0.667688321763189	0.726589049714787	0.718704334006939	0.614703471143821	0.797093623117798	0.728485367867979	0.758045965963147	0.986898262881612	0.987296606436529	0.916641503525854	0.816609025864295	0	0.942070645071743	0.834151811296016	0.817908928656723	0.823110696276805	0.939151927506623	0.841717241293333	0.800552605853942	0.746225217606551
"SOT2A7"	0.973403284916909	0.979337606927596	0.982748891970982	0.991706009744995	0.977934977485927	0.948525327826908	0.966880023629135	0.9607515618774	0.942493460349299	0.966157238323619	0.974566415163158	0.9936289345925	0.992306183924137	0.992959863633436	0.992248460091837	0.991963576406534	0.964029810657301	0.991666709127662	0.987229838732689	1	0.985571290692423	0.960389310449465	0.992903225647074	0.981814771778185	0.984269135014205	0.9841664553388	0.965402066639793	1	0.984827343734208	0.965366182989094	0.976072415829831	0.967937089084441	0.985185803252178	0.987828706426254	0.974772659481787	0.979883078591024	0.978228846500097	0.903530034063582	0.977276094436733	0.942070645071743	0	0.828603326384024	0.84891487977999	0.963128173758395	0.940254781787723	0.902231042303355	0.9194117007294	0.89238498320813
"SOT2A8_dup_new_protocol"	0.902344179620014	0.906092755574429	0.898250185402262	0.902923441416993	0.905020744443195	0.911069667043323	0.886806018225768	0.923397838139184	0.918864901421751	0.905278426046665	0.910849041717945	0.938625004806351	0.903792393615582	0.898202541592044	0.957926639690789	0.924845147343139	0.90146525951635	0.975630264019088	0.913384699986195	0.98854541539934	0.93003623915668	0.898273409977688	0.922737085046479	0.954363307027545	0.925829731893235	0.957622548755813	0.9261287282058	0.982138200827847	0.896594178657754	0.913672380144573	0.877854567551257	0.911617847831271	0.917838960483865	0.902460242524301	0.896742582718191	1	1	0.833581001108792	0.909482524805626	0.834151811296016	0.828603326384024	0	0.774847647244086	0.878388003558738	0.902610491773997	0.830107030317168	0.847951431852608	0.824707728567007
"SOT2B8"	0.893292021503437	0.885269255026602	0.876220179731566	0.877648562573266	0.887651850288177	0.879426006761093	0.89520937809533	0.905139423622198	0.909639814789916	0.869445165273534	0.900433920868304	0.954621704628408	0.899737329356082	0.890676719104116	0.949424344671019	0.925906614409201	0.931250504173859	0.978749494099012	0.867561479518271	0.98746142582594	0.895436121691696	0.883063030769241	0.874228462373154	0.961082933968159	0.910937447626097	0.910038001671457	0.891692652167743	0.945318449096135	0.862215053604605	0.855474719659372	0.856265501903915	0.863138128116356	0.902895142068847	0.901723590317102	0.864842766073603	1	1	0.859360843218436	0.900334708024282	0.817908928656723	0.84891487977999	0.774847647244086	0	0.897288130653386	0.916932969240585	0.789042783016952	0.81692223228673	0.810732066144144
"SOT2C6"	0.902761658233187	0.914148398208151	0.868986703707831	0.882660462626573	0.897891809523314	0.89962779202126	0.908589812053312	0.929386741553016	0.948417413599332	0.90550237065332	0.928666236167433	0.929465088345281	0.868652891022289	0.897856746262796	0.949632829114711	0.872355134805216	0.927614409330633	0.96496327591619	0.874200234332244	1	0.925888067331229	0.769371523372057	0.878729824187891	0.970877845649522	0.888376966313218	0.918353743076921	0.94546522404487	0.93674047583954	0.904095544476623	0.887985095876525	0.885173732215107	0.882143057003279	0.894323099159209	0.883333632970128	0.712595298114077	1	1	0.937773959580196	0.92106425581665	0.823110696276805	0.963128173758395	0.878388003558738	0.897288130653386	0	0.96070776794637	0.948236463848675	0.884715049037901	0.879452702200125
"SOT4A6"	0.89863169836587	0.915654910353789	0.947209935019653	0.952486701442835	0.899651245445133	0.883304740671892	0.894235120637395	0.867460747139468	0.882722192941492	0.861097106546945	0.924514652096587	0.906875691369344	0.968427694446975	0.947978244864257	0.979818125839537	0.957755271720815	0.982224668620745	0.990245977088074	0.963322989958415	0.989034157367585	0.962285902961749	0.9586682106947	0.970818849352784	1	0.894025554426899	0.958189894703026	0.9304840245506	0.978694447046304	0.959306718923078	0.955360142467115	0.949285905979881	0.957782672017698	0.949197551259548	0.968229132932415	0.959635810402848	1	1	0.880792568208776	0.946283348769974	0.939151927506623	0.940254781787723	0.902610491773997	0.916932969240585	0.96070776794637	0	0.918627798773202	0.90628186730269	0.901577377490737
"SOT4A7"	0.905399903737215	0.929390400857846	0.906403661442228	0.936836307261074	0.919030713289674	0.907210090484614	0.919236144161202	0.917295889795525	0.928864733874902	0.907014278419978	0.930111464651545	0.928279664114072	0.931597580499174	0.9250963520338	0.972005301694215	0.96256997795132	0.961493795521788	0.987072574737306	0.929442139390655	0.9856187769619	0.93196128612424	0.901848023670689	0.929674305628954	0.980355593740464	0.936423840772227	0.946622467972664	0.941609174067674	1	0.879260327211071	0.888068673820323	0.893947430932512	0.907685271423048	0.929570460590591	0.937972324896723	0.919171010130697	1	1	0.878382243790159	0.92021601864228	0.841717241293333	0.902231042303355	0.830107030317168	0.789042783016952	0.948236463848675	0.918627798773202	0	0.83711090735643	0.832378681654445
"SOT4B5"	0.901865370034684	0.866367879665291	0.86280261114099	0.851512852345598	0.886631016336672	0.879289128466073	0.886819440501218	0.930830176403228	0.941165419301638	0.893315498370612	0.9203468027359	0.942222480717565	0.885614103148606	0.883744545825933	0.95786134731176	0.913597119133064	0.904946824280997	0.977621062783775	0.900892837650849	1	0.853437268741707	0.905642445005915	0.883792538377874	0.94728145196523	0.910479535204189	0.933121373960244	0.954587245209167	0.940439089676621	0.849850207342071	0.885155151515323	0.855479023490574	0.905472838795844	0.914412974347653	0.916092634393649	0.883962857239116	1	1	0.891728083754117	0.914645572441105	0.800552605853942	0.9194117007294	0.847951431852608	0.81692223228673	0.884715049037901	0.90628186730269	0.83711090735643	0	0.838168849084482
"SOT4C6"	0.829079136639156	0.822834373948154	0.78152928820387	0.775631929506398	0.816247133583035	0.817865892824499	0.910255763199444	0.832233960518913	0.871465844762192	0.751274186935171	0.824567414087887	0.889458827126879	0.853948876569541	0.832159669527359	0.933903553848339	0.878884192859736	0.90989205982127	0.978936883635396	0.785969013587242	0.987666780017864	0.844632405048926	0.825523157364223	0.794447502394459	0.95574161979202	0.82389960633837	0.890857244550344	0.903560812093958	0.933306331048905	0.792968184533758	0.773676619671962	0.800459992465217	0.778467443864558	0.831790877656563	0.8122032060685	0.852586196365179	0.992895707748674	0.993033462490632	0.903895618135847	0.865961293623722	0.746225217606551	0.89238498320813	0.824707728567007	0.810732066144144	0.879452702200125	0.901577377490737	0.832378681654445	0.838168849084482	0
